!,,,,,,,,+++,+++,---,---,,,+++,+++,,,---,,,,
@@,act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,site_information,discussion,source,page,source_status,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
->,A01109,AG0324->P0362,AT05,W0601->AW00152,,197x,197x,,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516->SS00272,518,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
->,A01110,AG0103->P0106,AT05,W0601->AW00152,,1976..,1976..,,Aside from poem the educated youth transcribed songs as recreational activity as well.,,Aside from poem the educated youth transcribed songs as recreational activity as well.,W0419->SS00005,578,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
->,A01111,AG0324->P0362,AT05,W0602->AW00153,,197x,197x,,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,SP0436,The educated youths sang russian songs (back then were considered as erotic songs 'yellow songs') at night as recreational activity.,W0516->SS00272,518,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
->,A01112,AG0324->P0362,AT05,W0603->AW00154,,197x,197x,,The author learned a lot about traditional Chinese Music from another educated youth.,SP0436,The author learned a lot about traditional Chinese Music from another educated youth.,W0516->SS00272,518,2,,,,en,2018-11-13,WH,2021-01-09->2018-11-13,MG->WH
->,A01113,AG0324->P0362,AT05,W0604->AW00155,,197x,197x,,The author received a letter from Yan Li that she just rehearsed this dance and the choreographer was Zhang Yuejin.,,The author received a letter from Yan Li that she just rehearsed this dance and the choreographer was Zhang Yuejin.,W0516->SS00272,521,2,,,,en,2018-11-13,WH,2020-04-04->2018-11-13,DP->WH
->,A01114,AG0103->P0106,AT05,W0605->AW00156,,1965..,1965..,,The author started to write Poems when he was in the second year of middle school but he had not established the sense of being a poet.,,The author started to write Poems when he was in the second year of middle school but he had not established the sense of being a poet.,W0419->SS00005,531,2,,,,en,2018-11-14,WH,2020-04-04->2018-11-14,DP->WH
->,A01115,AG0103->P0106,AT05,W0325->PS00548,,1979,1979,,The magazine were just reopened and published some Valery's Poems translated by Bian Zhilin.,,The magazine were just reopened and published some Valery's Poems translated by Bian Zhilin.,W0419->SS00005,533,2,,,,en,2018-11-14,WH,2020-04-04->2018-11-14,DP->WH
->,A01116,AG0103->P0106,AT05,W0326->PS00549,,1979,1979,,The author was overwhelmed by Baudelaire and his works so he started his real literary journey thereafter.,,The author was overwhelmed by Baudelaire and his works so he started his real literary journey thereafter.,W0419->SS00005,533,2,,,,en,2018-11-14,WH,2020-04-04->2018-11-14,DP->WH
->,A01117,AG0103->P0106,AT01,W0327->PS00550,,1979~,1979~,,This article made him unforgettable for life because it truly showed the beauty of that era.,,This article made him unforgettable for life because it truly showed the beauty of that era.,W0419->SS00005,538,2,,,,en,2018-11-14,WH,2020-04-04->2018-11-14,DP->WH
->,A01118,AG0116->P0131,AT32,W0606->AW00157,,1970,1970,,He sang this song very happy in the new house when he was a child.,SP0442,He sang this song very happy in the new house when he was a child.,W0475->SS00153,548,2,,,,en,2018-11-15,WH,2021-01-09->2018-11-19,MG->WH
->,A01119,AG0116->P0131,AT32,W0607->AW00158,,1970,1970,,He sang this song very happy in the new house when he was a child.,SP0442,He sang this song very happy in the new house when he was a child.,W0475->SS00153,548,2,,,,en,2018-11-15,WH,2021-01-09->2018-11-19,MG->WH
->,A01120,AG0116->P0131,AT05,W0328->PS00551,,1970,1970,,The author started to read these books at home when he dropped off from school.,SP0442,The author started to read these books at home when he dropped off from school.,W0475->SS00153,554,2,,,,en,2018-11-15,WH,2021-01-09->2018-11-15,MG->WH
->,A01121,AG0116->P0131,AT01,W0293->PS00516,,1972,1974,,The author read this collection for 2 years at home.,SP0442,The author read this collection for 2 years at home.,W0475->SS00153,554,2,,,,en,2018-11-15,WH,2021-01-09->2018-11-15,MG->WH
->,A01122,AG0116->P0131,AT01,W0329->PS00552,,1972~,1972~,,He left the book at home for a long time and he really loved it.,SP0442,He left the book at home for a long time and he really loved it.,W0475->SS00153,554,2,,,,en,2018-11-15,WH,2021-01-09->2018-11-15,MG->WH
->,A01123,AG0116->P0131,AT05,W0330->PS00553,,1975..1979,1975..1979,,It was the age of thought thawing and many literary works have appeared but he forgot where he bought this magazine.,,It was the age of thought thawing and many literary works have appeared but he forgot where he bought this magazine.,W0475->SS00153,562,2,,,,en,2018-11-15,WH,2020-04-04->2018-11-15,DP->WH
->,A01124,AG0103->P0106,AT05,W0065->PS00125,,1967,1967,,The author was often mocked by older students for his teenager taste on reading.,,The author was often mocked by older students for his teenager taste on reading.,W0419->SS00005,565,2,,,,en,2018-11-16,WH,2020-04-04->2018-11-16,DP->WH
->,A01125,AG0103->P0106,AT05,W0331->PS00554,,1967?,1967?,,"Many students were chasing about this book ""Khrushchevism""  and when it turned to the author he lost it accidentally. The author wanted to give him this work as a compensation.",,"Many students were chasing about this book ""Khrushchevism""  and when it turned to the author he lost it accidentally. The author wanted to give him this work as a compensation.",W0419->SS00005,570,2,,,,en,2018-11-16,WH,2020-04-04->2018-11-16,DP->WH
->,A01126,AG0103->P0106,AT33,W0332->PS00555,,1968..1974,1968..1974,,The author and his friends in the same work team brought different kinds of books with themselves and the exchanged their books internally at first then mapped to other teams.,SP0055,The author and his friends in the same work team brought different kinds of books with themselves and the exchanged their books internally at first then mapped to other teams.,W0419->SS00005,573,2,,,,en,2018-11-16,WH,2021-01-09->2018-11-19,MG->WH
->,A01127,AG0103->P0106,AT10,W0333->PS00556,,1968~,1968~,,"The author and some other educated youths established a night school for the peasants in the village, mainly for the aim of teaching of literacy. But this kind of doggerel  (打油诗) was for the liveliness of their textbook.",SP0055,"The author and some other educated youths established a night school for the peasants in the village, mainly for the aim of teaching of literacy. But this kind of doggerel  (打油诗) was for the liveliness of their textbook.",W0419->SS00005,576,2,,,,en,2018-11-16,WH,2021-01-09->2018-11-16,MG->WH
->,A01128,AG0103->P0106,AT05,W0284->PS00508,,1972,1972,,The author introduced the categories of those internal published books. The year 1972 was overwhelming to those book lovers and for they sensed there seemed to be a chance of opening  up.,SP0055,The author introduced the categories of those internal published books. The year 1972 was overwhelming to those book lovers and for they sensed there seemed to be a chance of opening  up.,W0419->SS00005,580,2,,,,en,2018-11-16,WH,2021-01-09->2018-11-16,MG->WH
->,A01129,AG0114->P0120,AT05,W0304->PS00527,,1975..1979,1975..1979,,It was reading matter sent to him when he was in prison after publication started again.,SP0002,It was reading matter sent to him when he was in prison after publication started again.,W0517->SS00249,435,2,,,,en,2018-11-04,WH,2021-01-09->2018-11-19,MG->WH
->,A01130,AG0123->P0138,AT05,W0334->PS00557,,[1960..1965],[1960..1965],,The magazine was published as aiming at the popularization of science and Chinese people at that time would know more about the outside world through these magazines.,,The magazine was published as aiming at the popularization of science and Chinese people at that time would know more about the outside world through these magazines.,W0438->SS00111,191,2,,,,en,2018-11-24,WH,2020-04-04->2018-11-24,DP->WH
->,A01131,AG0123->P0138,AT05,W0335->PS00558,,[1960..1965],[1960..1965],,The magazine was published as aiming at the popularization of science and Chinese people at that time would know more about the outside world through these magazines.,,The magazine was published as aiming at the popularization of science and Chinese people at that time would know more about the outside world through these magazines.,W0438->SS00111,191,2,,,,en,2018-11-24,WH,2020-04-04->2018-11-24,DP->WH
->,A01132,AG0123->P0138,AT05,W0336->PS00559,,1971,1971,,This magazine introduced many Chinese painters before the CR and they were also the models of the young people during the CR.,,This magazine introduced many Chinese painters before the CR and they were also the models of the young people during the CR.,W0438->SS00111,198,2,,,,en,2018-11-24,WH,2020-04-04->2018-11-24,DP->WH
->,A01133,AG0123->P0138,AT05,W0608->AW00159,,[1966..1976],[1966..1976],,The author remembered that there was an educated youth went back home from the Northern Wilderness for the Spring Festival and he played this song with his guitar which was extremely touching.,,The author remembered that there was an educated youth went back home from the Northern Wilderness for the Spring Festival and he played this song with his guitar which was extremely touching.,W0438->SS00111,196,2,,,,en,2018-11-24,WH,2020-04-04->2018-11-24,DP->WH
->,A01134,AG0123->P0138,AT05,W0337->PS00560,,1973..1975,1973..1975,,"Jiang Qing ardently loved photography, so these magazines were full of her works. It somehow popularized photography in China at that time.",,"Jiang Qing ardently loved photography, so these magazines were full of her works. It somehow popularized photography in China at that time.",W0438->SS00111,200,2,,,,en,2018-11-24,WH,2020-04-04->2018-11-24,DP->WH
->,A01135,AG0123->P0138,AT05,W0338->PS00561,,1973..1975,1973..1975,,"Jiang Qing ardently loved photography, so these magazines were full of her works. It somehow popularized photography in China at that time.",,"Jiang Qing ardently loved photography, so these magazines were full of her works. It somehow popularized photography in China at that time.",W0438->SS00111,200,2,,,,en,2018-11-24,WH,2020-04-04->2018-11-24,DP->WH
->,A01136,AG0431->P0625,AT34,W0609->AW00160,,1972,1972,,The author remembered the terrible condition in the village where his brush and paper would be frozen when he wanted to exercise calligraphy.,,The author remembered the terrible condition in the village where his brush and paper would be frozen when he wanted to exercise calligraphy.,W0522->SS00254,17,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01137,AG0431->P0625,AT05,W0339->PS00562,,1972,1972,,"When Deng Xiaoping returned to his position, there was a letter published in Guangming Daily lifting the last tide of rustication among the educated youth.",,"When Deng Xiaoping returned to his position, there was a letter published in Guangming Daily lifting the last tide of rustication among the educated youth.",W0522->SS00254,15,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01138,AG0431->P0625,AT05,W0610->AW00161,,..1977,..1977,,The author knew the painter Li Zongjin 李宗津 through the relation of his mother and Mr. Li showed him many paintings at his place.,,The author knew the painter Li Zongjin 李宗津 through the relation of his mother and Mr. Li showed him many paintings at his place.,W0522->SS00254,21,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01139,AG0431->P0625,AT10,W0340->PS00563,,1972~,1972~,,"The author was drawing blackboard art when he was in the village and a cadre from Beijing (刘春华) visited this village and saw their work. Later the blackboard art turned into printed magazine named ""烂漫山花"".",,"The author was drawing blackboard art when he was in the village and a cadre from Beijing (刘春华) visited this village and saw their work. Later the blackboard art turned into printed magazine named ""烂漫山花"".",W0522->SS00254,22,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01140,AG0431->P0625,AT05,W0341->PS00564,,1972~,1972~,,The author's target about his own magazine was to meet the standard of this one.,,The author's target about his own magazine was to meet the standard of this one.,W0522->SS00254,22,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01141,AG0431->P0625,AT05,W0342->PS00565,,1972..,1972..,,The first time of the author's publication was on this newspaper he created a painting about some Beijing red guards went to Tibet.,,The first time of the author's publication was on this newspaper he created a painting about some Beijing red guards went to Tibet.,W0522->SS00254,23,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01142,AG0063->P0064,AT05,W0414->PS09999,,19xx,19xx,,The author mentioned that there was a reference work compiled by Red Guards with quotations from Marx and Lu Xun.,,The author mentioned that there was a reference work compiled by Red Guards with quotations from Marx and Lu Xun.,W0451->SS00128,197,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01143,AG0003->P0003,AT28,W0611->AW00162,,1961..1963?,1961..1963?,,At that time a number of foreign films were introduced. The author watched them with his friends.,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439->SS00112,38,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01144,AG0003->P0003,AT28,W0612->AW00163,,1961..1963?,1961..1963?,,At that time a number of foreign films were introduced. The author watched them with his friends.,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439->SS00112,38,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01145,AG0003->P0003,AT28,W0613->AW00164,,1961..1963?,1961..1963?,,At that time a number of foreign films were introduced. The author watched them with his friends.,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439->SS00112,38,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01146,AG0003->P0003,AT28,W0614->AW00165,,1961..1963?,1961..1963?,,At that time a number of foreign films were introduced. The author watched them with his friends.,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439->SS00112,38,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01147,AG0003->P0003,AT28,W0615->AW00166,,1961..1963?,1961..1963?,,At that time a number of foreign films were introduced. The author watched them with his friends.,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439->SS00112,38,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01148,AG0003->P0003,AT28,W0616->AW00167,,1961..1963?,1961..1963?,,At that time a number of foreign films were introduced. The author watched them with his friends.,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439->SS00112,38,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
->,A01149,AG0003->P0003,AT28,W0617->AW00168,,1961..1963?,1961..1963?,,At that time a number of foreign films were introduced. The author watched them with his friends.,,At that time a number of foreign films were introduced. The author watched them with his friends.,W0439->SS00112,38,2,,,,en,2018-11-25,WH,2020-04-04->2018-11-25,DP->WH
