act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A01809,P1118,AT66,PS09999,,1978..1998~,1978..1998~,,NULL,on a 5 year old map the city had not yet existed,SS00652,47,F,unknown work G73,,2021-03-26,MG,2021-04-15,MG
A01810,P1118,AT05,PS09999,,1978..1998~,1978..1998~,,NULL,,SS00652,48,F,unknown work G31,,2021-03-26,MG,2021-04-15,MG
A01811,P1118,AT45,PS09999,,1978..1998~,1978..1998~,,NULL,IR to an old book 4000years ago; elephants were used to fill the fields,SS00652,50,F,,,2021-03-26,MG,2021-04-15,MG
A01812,P1142,AT13,PS09999,P1118,1978..1998~,1978..1998~,,NULL,I receives a letter from Li,SS00652,50,F,,,2021-03-26,MG,2021-04-15,MG
A01813,P1118,AT45,PS00263,,1978..1998~,1978..1998~,,NULL,,SS00652,56,F,,,2021-03-26,MG,2021-04-15,MG
A01814,P1151,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,Read in a library. Vision of free and openly available readings and user-friendliness (high-tech),SS00666,128,F,L0001; unknown work G82,Translation,2021-04-15,MG,2021-05-05,MG
A01815,P1149,AT01,PS00875,,2000..2050~,2000..2050~,,NULL,Read in a library. Vision of free and openly available readings and user-friendliness (high-tech),SS00666,131ff,F,L0001,Translation,2021-04-15,MG,2021-05-05,MG
A01816,P1153,AT61,PS00875,P1149,2000..2050~,2000..2050~,,NULL,,SS00666,125,F,,Translation,2021-04-15,MG,2021-05-05,MG
A01817,P1149,AT45,PS00259,,2000..2050~,2000..2050~,,NULL,reference to Wu Song,SS00666,,F,,Translation,2021-04-15,MG,2021-05-05,MG
A01818,P1149,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00666,,F,Unknown work G83; reference to P1154,Translation,2021-04-15,MG,2021-05-05,MG
A01819,P1152,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,editor reads readers’ letters,SS00655,1f,F,unknown work G15,,2021-04-23,MG,2021-04-23,MG
A01820,P1152,AT45,PS00259,,2000..2050~,2000..2050~,,NULL,reference to Wu Song,SS00655,38,F,,,2021-04-23,MG,2021-04-23,MG
A01821,P1152,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,reference to Lu Xun as landmark on the moon,SS00655,70,F,unknown work by P0001,,2021-04-23,MG,2021-04-23,MG
A01822,P1152,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,reference to Li Shizheng as landmark on the moon,SS00655,70,F,unknown work by P0010,,2021-04-23,MG,2021-04-23,MG
A01823,P1149,AT01,PS00875,,2000..2050~,2000..2050~,,NULL,read in a library,SS00655,103,F,L0001,,2021-04-23,MG,2021-04-23,MG
A01824,P1155,AT32,PS09999,,2030..2099~,2030..2099~,1,NULL,Buddhist ceremony at narrator’s 1st birthday sets the scene; verses attributed to P1156,SS00651,387,F,unknown work by P1156; G10,Translation,2021-05-05,MG,2021-05-05,MG
A01825,P9999,AT01,PS09999,,2030..2099~,2030..2099~,,NULL,Marketing experts read Mr. Wan’s profile timeline,SS00651,393,F,,Translation,2021-05-05,MG,2021-06-05,MG
A01826,P1155,AT05,PS00512,,2030..2099~,2030..2099~,,NULL,'Whether you put your hand on a Bible or an iPod; in the end you were praying to the same god’,SS00651,395,F,,Translation,2021-05-05,MG,2021-06-05,MG
A01827,P1155,AT05,PS00087,,2030..2099~,2030..2099~,,NULL,,SS00651,401,F,,Translation,2021-05-05,MG,2021-06-05,MG
A01828,P1155,AT04,PS09999,,2030..2099~,2030..2099~,,NULL,spreading Buddhism online,SS00651,402,F,unknown work ; G29  Buddhism,Buddhism as background to the narrative; Translation,2021-05-05,MG,2021-06-05,MG
A01829,P1157,AT05,PS00263,,2030..2099~,2030..2099~,,NULL,'I think you’ve read Journey to the West too many times’,SS00651,405,F,,Translation,2021-05-05,MG,2021-06-05,MG
A01830,P1155,AT01,PS00263,,2030..2099~,2030..2099~,,NULL,,SS00651,405,F,,Translation,2021-05-05,MG,2021-06-05,MG
A01831,P1157,AT45,PS09999,,2030..2099~,2030..2099~,,NULL,he quotes: ‘Any sufficiently advanced technology is indistinguishable from Buddhist magic’,SS00651,407,F,unknown work by P1158,Translation,2021-05-05,MG,2021-06-05,MG
A01832,P1157,AT21,Q0037,,2030..2099~,2030..2099~,,NULL,,SS00651,407,F,,Translation,2021-05-05,MG,2021-06-05,MG
A01833,P1159,AT01,PS09999,,1998,1998,,NULL,activities in the lecture hall during the evening during what seems to be study time,SS00648,87,F,unknown work G84; L0012,Translation,2021-06-05,MG,2021-06-12,MG
A01834,P1159,AT01,PS09999,,1998,1998,,NULL,activities in the lecture hall during the evening during what seems to be study time,SS00648,,F,unknown work G52  (gossip magazine); L0012,Translation,2021-06-05,MG,2021-06-12,MG
A01835,P0999,AT03,AW09999,P1159,1998,1998,,NULL,A CD as a gift,SS00648,,F,unknown artwork AF05 by P1160,Translation,2021-06-05,MG,2021-06-07,MG
A01836,P1159,AT45,PS00813,,1998,1998,,NULL,She kills her mother and puts her father into the trap where he had kept her mother. She offers him the flesh of her mother.,SS00648,108f,F,,Translation,2021-06-05,MG,2021-06-07,MG
A01837,P1162,AT45,PS00877,,2030..2050~,2030..2050~,,NULL,as inspiration,SS00647,148,F,,Translation,2021-06-07,MG,2021-06-07,MG
A01838,P1162,AT45,PS09999,,2030..2050~,2030..2050~,,NULL,Greek myth about Delphinius as meta-text?,SS00647,148,F,unknown work G83,Translation,2021-06-07,MG,2021-06-07,MG
A01839,P1162,AT45,PS09999,,2030..2050~,2030..2050~,,NULL,IR to Chinese publication of SF world in gray section – unclear whether it is a SF story,SS00647,148,F,,Translation,2021-06-07,MG,2021-06-07,MG
A01840,P1163,AT01,PS09999,,2030..2050~,2030..2050~,,NULL,after gaining his authorial superpowers he picks a book at random; reading speed increase and his memory,SS00645,335,F,unknown work,Translation,2021-06-12,MG,2021-06-12,MG
A01841,P1163,AT13,PS09999,,2030..2050~,2030..2050~,,NULL,,SS00645,336,F,unknown work G23,Translation,2021-06-12,MG,2021-06-12,MG
A01842,P1163,AT13,PS09999,,2030..2050~,2030..2050~,,NULL,,SS00645,336,F,unknown work G10,Translation,2021-06-12,MG,2021-06-12,MG
A01843,P1163,AT13,PS09999,,2030..2050~,2030..2050~,,NULL,,SS00645,336,F,unknown work G85,Translation,2021-06-12,MG,2021-06-12,MG
A01844,P1165,AT45,PS00878,,2030..2050~,2030..2050~,,NULL,reference to Douglas Adams’ novel of the same title. Meta text,SS00645,,F,,Translation,2021-06-14,MG,2021-06-14,MG
A01845,P1165,AT45,PS09999,,2030..2050~,2030..2050~,,NULL,reference to the history of literature,SS00645,337,F,,Translation,2021-06-14,MG,2021-06-14,MG
A01846,P1163,AT01,PS09999,,2030..2050~,2030..2050~,,NULL,Ah Chen is successful but unhappy and never reads his own works,SS00645,339,F,,Translation,2021-06-14,MG,2021-06-14,MG
A01847,P1165,AT45,PS09999,,2030..2050~,2030..2050~,,NULL,'Humanity always reenacts the same bildungsroman. All  the principles you learn through the struggles today had been written down by the ancients thousands of years ago’,SS00645,337,F,,Translation,2021-06-14,MG,2021-06-14,MG
A01848,P1166,AT05,PS09999,,2030..2050~,2030..2050~,,NULL,Father tells Ah Chen that a book will win an award on earth (the bool based on his dead wife’s diary),SS00645,,F,unknown work G14,Translation,2021-06-14,MG,2021-06-14,MG
A01849,P1168,AT45,PS00121,,2030..2050~,2030..2050~,,NULL,,SS00644,128,F,,Translation; Reading time?,2021-06-14,MG,2021-06-14,MG
A01850,P0999,AT11,PS00121,,2030..2050~,2030..2050~,,NULL,Salinger’s book had been translated into Korean many years ago,SS00644,128,F,PL0050,Translation; Reading time?,2021-06-14,MG,2021-06-14,MG
A01851,P0999,AT01,PS00121,,2030..2050~,2030..2050~,,NULL,the book was read by generation after generation of N.K. students,SS00644,128,F,PL0050,Translation; Reading time?,2021-06-14,MG,2021-06-14,MG
A01852,P1167,AT13,PS09999,,2030..2050~,2030..2050~,,NULL,rumour had it that he had written some new books that were never published,SS00644,130,F,PL0050,Translation; Reading time?,2021-06-14,MG,2021-06-14,MG
A01853,P1167,AT34,PS09999,,2030..2050~,2030..2050~,,NULL,Salinger imitates Helder,SS00644,131,F,unknown work by P1169; PL0050,Translation; Reading time?,2021-06-14,MG,2021-06-14,MG
A01854,P0999,AT34,PS09999,,2030..2050~,2030..2050~,,NULL,Salinger sees the N.K. soldiers as imitation of Helder,SS00644,131,F,unknown work by P1169; PL0050,Translation; Reading time?,2021-06-14,MG,2021-06-14,MG
A01855,P1167,AT29,PS09999,,2030..2050~,2030..2050~,,NULL,Salinger experiences a pleasurable dizziness as through drunk with fine wine – truth;reality; imitation,SS00644,131,F,unknown work by P1169; PL0050,Translation; Reading time?,2021-06-14,MG,2021-06-14,MG
A01856,P0999,AT01,PS00342,,2030..2050~,2030..2050~,,NULL,peasants did not read Verne,SS00642,118,F,L0013,Translation,2021-06-14,MG,2021-06-14,MG
A01857,P0999,AT34,PS00342,,2030..2050~,2030..2050~,,NULL,city dwellers suspect that peasants used knowledge from this book,SS00642,118,F,L0013,Translation,2021-06-14,MG,2021-06-14,MG
A01858,P1170,AT01,PS00879,,2030..2050~,2030..2050~,,NULL,reads a copy,SS00641,93,F,,Translation,2021-06-14,MG,2021-06-14,MG
A01859,P1174,AT45,PS09999,,2030..2050~,2030..2050~,,NULL,,SS00636,212,F,unknown work by P1171,Translation,2021-06-14,MG,2021-06-14,MG
A01860,P1174,AT45,PS09999,,2030..2050~,2030..2050~,,NULL,,SS00636,216,F,unknown work by P1172 ;  G34,Translation,2021-06-14,MG,2021-06-14,MG
A01861,P1174,AT45,PS00880,,2030..2050~,2030..2050~,,NULL,,SS00636,216,F,,Translation,2021-06-14,MG,2021-06-14,MG
A01862,P1174,AT45,PS09999,,2030..2050~,2030..2050~,,NULL,travel writing; telling romances of faraway places to one’s beloved,SS00636,216,F,unknown work G34,Translation,2021-06-14,MG,2021-06-14,MG
A01863,P1176,AT05,AW00210,,2012..2013,2012..2013,,NULL,'I’m not afraid of becoming a living Baiyman Buddha’,SS00639,333,F,,Translation,2021-06-15,MG,2021-06-15,MG
A01864,P1175,AT45,PS00126,,2012..2013,2012..2013,,NULL,reference to Ali Baba,SS00639,340,F,,Translation,2021-06-15,MG,2021-06-15,MG
A01865,P1175,AT45,PS00881,,2012..2013,2012..2013,,NULL,,SS00639,323,F,,Translation,2021-06-15,MG,2021-06-15,MG
A01866,P1175,AT45,AW00210,,2012..2013,2012..2013,,NULL,,SS00639,333,F,,Translation,2021-06-15,MG,2021-06-15,MG
A01867,P1175,AT45,PS00882,,2012..2013,2012..2013,,NULL,,SS00639,340,F,,Translation,2021-06-15,MG,2021-06-15,MG
A01868,P1175,AT45,PS00883,,2012..2013,2012..2013,,NULL,,SS00639,340,F,,Translation,2021-06-15,MG,2021-06-15,MG
A01869,P1175,AT45,PS00263,,2012..2013,2012..2013,,NULL,compares his situation inside Imaigai to Monkey King inside Princess Iron Fan,SS00639,351,F,,Translation,2021-06-15,MG,2021-06-15,MG
A01870,P1175,AT05,PS09999,,2012..2013,2012..2013,,NULL,'As they say; you shouldn’t judge a book by its cover; or a person by his face’,SS00639,323,F,,Translation,2021-06-16,MG,2021-06-16,MG
A01871,P1175,AT45,PS09999,,2012..2013,2012..2013,,NULL,reference to Taizong emperor P1177,SS00639,313,F,,Translation,2021-06-16,MG,2021-06-16,MG
A01872,P1165,AT05,PS00884,,2030..2050~,2030..2050~,,NULL,reference to describe the father,SS00645,329,F,,Translation,2021-06-21,MG,2021-06-21,MG
A01873,P1178,AT21,Q0038,,2030..2050~,2030..2050~,,NULL,gives hope,SS00634,58,F,PL0666,Translation,2021-06-21,MG,2021-06-21,MG
A01874,P1178,AT05,PS09999,,2030..2050~,2030..2050~,,NULL,narrator sits in a café and flips through a few books thinking about the meaning of life,SS00634,56,F,PL0666,Translation,2021-06-21,MG,2021-06-21,MG
A01875,P1178,AT04,Q0038,,2030..2050~,2030..2050~,,NULL,gives hope,SS00634,58,F,PL0666,Translation,2021-06-21,MG,2021-06-21,MG
A01876,P1179,AT05,PS09999,,1980..1999~,1980..1999~,,NULL,he spends all his money in a bookstore; on books to add to the school’s library,SS00628,54,F,,Translation,2021-06-21,MG,2021-06-21,MG
A01877,P1179,AT68,PS00813,,1980..1999~,1980..1999~,,NULL,insists on the kids repeatedly reading it despite not understanding the text,SS00628,60,F,,Translation,2021-06-21,MG,2021-06-21,MG
A01878,P1179,AT22,PS00462,,1980..1999~,1980..1999~,,NULL,remembers his own earlier reading of Lu Xun’s Complete Works,SS00628,60,F,,Translation,2021-06-21,MG,2021-06-21,MG
A01879,P1179,AT22,Q0039,,1980..1999~,1980..1999~,,NULL,,SS00628,60,F,,Translation,2021-06-21,MG,2021-06-21,MG
A01880,P1179,AT05,PS00886,,1980..1999~,1980..1999~,,NULL,reference to Newton’s three laws,SS00628,61,F,,Translation,2021-06-21,MG,2021-06-21,MG
A01881,P1181,AT45,PS09999,,1980..1999~,1980..1999~,,NULL,,SS00628,53,F,unknown work by P0001,Translation,2021-06-21,MG,2021-06-21,MG
A01882,P1180,AT43,PS09999,,1980..1999~,1980..1999~,,NULL,protagonist has prospects to marry the illiterate Xui Xui. But she’d always had a fondness for literate people. She says: ‘Just because you can read doesn’t mean you have enough to eat’,SS00628,53,F,unknown work; literature in general,Translation,2021-06-21,MG,2021-06-21,MG
A01883,P1184,AT26,PS09999,,2030..2050~,2030..2050~,,NULL,clone wife begins to appreciate Chinese classics and loves poems by Li Qingzhao,SS00625,163,F,unknown work by P0409,Translation,2021-06-21,MG,2021-06-21,MG
A01884,P1184,AT26,PS09999,,2030..2050~,2030..2050~,,NULL,clone wife begins to appreciate Chinese classics and loves poems by Li Yu,SS00625,163,F,unknown work by P1182,Translation,2021-06-21,MG,2021-06-21,MG
A01885,P1183,AT17,PS00887,,2030..2050~,2030..2050~,,NULL,,SS00625,162,F,,Translation,2021-06-21,MG,2021-06-21,MG
A01886,P1186,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00613,86,F,unknown work ; G83 ; reference to P1185,Translation,2021-06-22,MG,2021-06-22,MG
A01887,P1186,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,unnamed philosopher who says that beauty and wisdom never exist within the same woman,SS00613,88,F,unknown work ; G29,Translation,2021-06-22,MG,2021-06-22,MG
A01888,P1192,AT45,PS00888,,2000..2050~,2000..2050~,,NULL,,SS00614,113,F,,Translation,2021-06-22,MG,2021-06-22,MG
A01889,P1192,AT45,PS00889,,2000..2050~,2000..2050~,,NULL,,SS00614,113,F,,Translation,2021-06-22,MG,2021-06-22,MG
A01890,P1192,AT45,PS00890,,2000..2050~,2000..2050~,,NULL,,SS00614,113,F,,Translation,2021-06-22,MG,2021-06-22,MG
A01891,P1192,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00614,120; 117,F,unknown work by P1190,Translation,2021-06-22,MG,2021-06-22,MG
A01892,P1192,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,quotes Seymour that robots cannot surpass humans,SS00614,118,F,unknown work by P1191,Translation,2021-06-22,MG,2021-06-22,MG
A01893,P1192,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,'gewandte Geistesgestalt des ‘Zweiten Jungen Hernn’ aus dem traditionellen Roman’,SS00614,115,F,unknown work,Translation,2021-06-22,MG,2021-06-22,MG
A01894,P1192,AT45,PS09999,,2000..2050~,2000..2050~,,NULL,'Mythen von damals’,SS00614,120,F,unknown work ; G83,Translation,2021-06-22,MG,2021-06-22,MG
A01895,P1193,AT01,PS09999,,1998~,1998~,,NULL,news report about Wand Cong on international newspaper,SS00612,,F,unknown work ; G55,Translation,2021-06-22,MG,2021-06-22,MG
A01896,P1193,AT01,PS09999,,1998~,1998~,,NULL,a research paper,SS00612,147,F,unknown work ; G19,Translation,2021-06-22,MG,2021-06-22,MG
A01897,P1193,AT01,PS00891,,1998~,1998~,,NULL,,SS00612,146,F,,Translation,2021-06-22,MG,2021-06-22,MG
A01898,P1195,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00616,183,F,unknown work by P0634,Translation,2021-06-22,MG,2021-06-22,MG
A01899,P1195,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00616,183,F,unknown work by P0084,Translation,2021-06-22,MG,2021-06-22,MG
A01900,P1195,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00616,183,F,unknown work by P0186,Translation,2021-06-22,MG,2021-06-22,MG
A01901,P1195,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00616,183,F,unknown work by P0385,Translation,2021-06-22,MG,2021-06-22,MG
A01902,P1195,AT56,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00616,183,F,unknown work ; G33,Translation,2021-06-22,MG,2021-06-22,MG
A01903,P1195,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,a newspaper headline,SS00616,175,F,unknown work ; G55,Translation,2021-06-22,MG,2021-06-22,MG
A01904,P1195,AT01,PS00892,,2000..2050~,2000..2050~,,NULL,the wife reads it and starts a fight,SS00616,176,F,,Translation,2021-06-22,MG,2021-06-22,MG
A01905,P1194,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00616,183,F,unknown work by P0634,Translation,2021-06-22,MG,2021-06-22,MG
A01906,P1194,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00616,183,F,unknown work by P0084,Translation,2021-06-22,MG,2021-06-22,MG
A01907,P1194,AT01,PS09999,,2000..2050~,2000..2050~,,NULL,,SS00616,183,F,unknown work by P0186,Translation,2021-06-22,MG,2021-06-22,MG
