act_id,agent,action,act_object,act_target,start,end,narrative_time,site_information,discussion,source,page,fictionality,commentary,note,id_lang,created,created_by,last_modified,last_modified_by
A01755,AG0732,AT65,W0414,,1966..1971,1966..1971,,,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,W0801,55,F,,,en,2019-08-03,MG,2022-05-09,DP
A01756,AG0732,AT65,W0255,,1966..1971,1966..1971,,,He took along his mother’s set of books; the parents keeping his father’s reading as a precondition for a good future,W0801,5,F,,,en,2019-11-09,MG,2022-05-09,DP
A01757,AG0735,AT05,W0255,,1966..1971,1966..1971,,,he picks it up,W0801,45,F,'Etwas warm geworden; he? Wie steht’s; Lehrer Wang – am Anfang wohl ziemlich ungewohnt? So wird der Stahl gehärtet!‘,,en,2020-07-08,MG,2022-05-09,DP
A01758,AG0732,AT03,W0414,AG0735,1966..1971,1966..1971,,,,W0801,8,F,,,en,2019-11-18,MG,2022-05-09,DP
A01759,AG0731,AT01,W0414,,1950..1966~,1950..1966~,1,,,W0801,6,F,,,en,2019-11-09,MG,2022-05-09,DP
A01760,AG0732,AT21,W0889,,1966..1971,1966..1971,,,,W0801,6,F,,,en,2019-11-18,MG,2022-05-09,DP
A01761,AG0732,AT21,W0890,,1966..1971,1966..1971,,,,W0801,113,F,,compare to engl. version p. 117: suspects that ‘someone’s been making love to her’.,en,2020-02-11,MG,2022-05-09,DP
A01762,AG0732,AT21,W0891,,1966..1971,1966..1971,,,,W0801,118,F,L0013,Translation,en,2021-06-14,MG,2022-05-09,DP
A01763,AG0731,AT55,W0302,AG0735,1966..1971,1966..1971,,,The scene where Song Jiang kills his wife.,W0801,6,F,We shouldn’t have read this pornographic book there was such a big gap between the good kids with good manners and nice qualities like Xie Huimin and the bad kids with bad personalities like Song Baoqi. But they happened to think the same when it came to firmly believing that The Gadfly was a pornographic book – furthermore both came to the 'natural' conclusion without reading the book. What a shocking social phenomenon this was! Who caused it? Who? > Gang of Four > hatred of GoF SS00264 : p.104,,en,2019-11-18,MG,2022-05-13,DP
A01764,AG0731,AT49,W0302,,1966..1971,1966..1971,,,,W0801,,F,,Translation,en,2021-04-15,MG,2022-05-09,DP
A01765,AG0735,AT05,W0302,,1966..1971,1966..1971,,,he stores candy wrappings among the pages of his Water Margin copy,W0801,38,F,,,en,2021-04-23,MG,2022-05-09,DP
A01766,AG0733,AT66,W0414,,1966..1971,1966..1971,,,he looks at an exercise book covered with numbers,W0801,6,F,,,en,2019-11-09,MG,2022-05-09,DP
A01767,AG0626,AT21,W0892,,1967,1967,,,,W0802,8,F,,,en,2019-11-18,MG,2022-05-09,DP
A01768,AG0741,AT21,W0892,,1967,1967,,,in self-defense,W0802,9,F,they have the habit of lively academic exchange on readings etc. i.e. Shi Hong is widely read and an independent thinker,,en,2019-11-25,MG,2022-05-09,DP
A01769,AG0741,AT21,W0893,,1967,1967,,,is challenged to quote (with a weapon),W0802,9,F,they have the habit of lively academic exchange on readings etc. i.e. Shi Hong is widely read and an independent thinker,,en,2019-11-25,MG,2022-05-09,DP
A01770,AG0739,AT21,W0894,,1967,1967,,,,W0802,9,F,they have the habit of lively academic exchange on readings etc. i.e. Shi Hong is widely read and an independent thinker,,en,2019-11-25,MG,2022-05-09,DP
A01771,AG0739,AT09,W0044,,1967,1967,,,the Lin Biao preface to the new edition at the beginning of the CR,W0802,114f,F,,,en,2019-08-03,MG,2022-05-09,DP
A01772,AG0739,AT09,W0255,,1967,1967,,,,W0802,60,F,,Translation,en,2021-06-21,MG,2022-05-09,DP
A01773,AG0740,AT45,W0095,,1967,1967,,,,W0802,119,F,,,en,2019-08-03,MG,2022-05-09,DP
A01774,AG0740,AT01,W0414,,1967,1967,,,,W0802,6,F,,,en,2019-11-09,MG,2022-05-09,DP
A01775,AG0740,AT67,W0414,,1967,1967,,,Two maple leaves and a letter from Danfeng in his copy of Mao’s words; he reads that together with the new letter after Danfeng’s death,W0802,6,F,,,en,2019-11-18,MG,2022-05-09,DP
A01776,AG0739,AT21,W0893,AG0740,1967,1967,,,in her new letter,W0802,118,F,L0013,Translation,en,2021-06-14,MG,2022-05-09,DP
A01777,AG0626,AT21,W0895,,1967,1967,,,the loudspeakers play a song from The Words of Mao Zedong,W0802,142,F,,,en,2020-05-31,MG,2022-05-09,DP
A01778,AG0743,AT65,W0725,,1950..1960?,1950..1960?,,,,W0804,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,en,2020-06-27,MG,2022-05-09,DP
A01779,AG0626,AT61,W0725,,1950..1960?,1950..1960?,,,Youth League recommends it,W0804,6,F,'Suppressing our grins; we told him that it was the Selected Works of Mao Zedong. He replied that he already owned two sets of Mao’s works and would prefer something new; so Li Li took out another book for him’,,en,2020-06-27,MG,2022-05-09,DP
A01780,AG0745,AT01,W0726,,1950..1960?,1950..1960?,,,Liu says he read all four volumes in one night,W0804,40,F,she excels (p.41),,en,2020-07-08,MG,2022-05-09,DP
A01781,AG0743,AT05,W0414,,1950..1960?,1950..1960?,,,Lin keeps a diary,W0804,6,F,This serves to introduce Li Li as ideologically firmly on the official line!,,en,2020-06-27,MG,2022-05-09,DP
A01782,AG0744,AT02,W0727,,1950..1960?,1950..1960?,,,She copies a document,W0804,160,F,,,en,2020-02-11,MG,2022-05-09,DP
A01783,AG0776,AT17,W0728,,2046,2046,,,is recited throughout,W0861,323,F,,Translation,en,2021-06-16,MG,2022-05-09,DP
A01784,AG0776,AT01,W0728,,2046,2046,,,is read throughout,W0861,313,F,,Translation,en,2021-06-16,MG,2022-05-09,DP
A01785,AG0776,AT45,W0728,,2046,2046,,,the entire story is an adaptation of 1984,W0861,56,F,PL0666,Translation,en,2021-06-21,MG,2022-05-09,DP
A01786,AG0778,AT47,W0728,,2046,2046,,,she remembers the story from an earlier reading,W0861,54,F,,Translation,en,2021-06-21,MG,2022-05-09,DP
A01787,AG0776,AT45,W0414,,2046,2046,,,A. picks Wang Er as his 'name' for the Talking Club,W0861,53,F,unknown work by P0001,Translation,en,2021-06-21,MG,2022-05-09,DP
A01788,AG0779,AT45,W0414,,1999..2020~,1999..2020~,,,the narrator emphasizes his academic self-image. But in the following he learns that SF imagination; the existence of what was tentatively called 'venus people' seem to exist,W0860,216,F,unknown work by P1172 ;  G34,Translation,en,2021-06-14,MG,2022-05-09,DP
A01789,AG0779,AT45,W0414,,1999..2020~,1999..2020~,,,comparison: 'Can they be as evil as in a piece written by a British author',W0860,216,F,unknown work G34,Translation,en,2021-06-14,MG,2022-05-13,DP
A01790,AG0780,AT45,W0554,,2040..2060~,2040..2060~,,,He is woken up by the music of Wagner,W0856,131,F,unknown work by P1169; PL0050,Translation; Reading time?,en,2021-06-14,MG,2022-05-09,DP
A01791,AG0780,AT45,W0729,,2040..2060~,2040..2060~,,,IR to Paradise Lost (in the title),W0856,212,F,unknown work by P1171,Translation,en,2021-06-14,MG,2022-05-09,DP
A01792,AG0783,AT45,W0414,,2030..2050~,2030..2050~,,,,W0854,337,F,,Translation,en,2021-06-14,MG,2022-05-09,DP
A01793,AG0784,AT01,W0414,,2030..2050~,2030..2050~,,,as a student of philosophy she studies those authors but they don’t help either,W0854,339,F,,Translation,en,2021-06-14,MG,2022-05-09,DP
A01794,AG0784,AT01,W0414,,2030..2050~,2030..2050~,,,as a student of philosophy she studies those authors but they don’t help either,W0854,337,F,,Translation,en,2021-06-14,MG,2022-05-09,DP
A01795,AG0784,AT01,W0414,,2030..2050~,2030..2050~,,,as a student of philosophy she studies those authors but they don’t help either,W0854,,F,unknown work G14,Translation,en,2021-06-14,MG,2022-05-09,DP
A01796,AG0784,AT01,W0414,,2030..2050~,2030..2050~,,,as a student of philosophy she studies those authors but they don’t help either,W0854,130,F,PL0050,Translation; Reading time?,en,2021-06-14,MG,2022-05-09,DP
A01797,AG0784,AT01,W0414,,2030..2050~,2030..2050~,,,as a student of philosophy she studies those authors but they don’t help either,W0854,131,F,unknown work by P1169; PL0050,Translation; Reading time?,en,2021-06-14,MG,2022-05-09,DP
A01798,AG0784,AT01,W0414,,2030..2050~,2030..2050~,,,as a student of philosophy she studies those authors but they don’t help either,W0854,131,F,unknown work by P1169; PL0050,Translation; Reading time?,en,2021-06-14,MG,2022-05-09,DP
A01799,AG0789,AT65,W0414,,1966..1976,1966..1976,,,he brought books with him that he meant to study,W0853,148,F,unknown work G83,Translation,en,2021-06-07,MG,2022-05-09,DP
A01800,AG0790,AT45,W0893,,1966..1976,1966..1976,,,one guard reprimands Zhu with an unmarked Mao quote,W0853,336,F,unknown work G85,Translation,en,2021-06-12,MG,2022-05-09,DP
A01801,AG0793,AT45,W0414,,1966..1976,1966..1976,,,,W0853,148,F,,Translation,en,2021-06-07,MG,2022-05-09,DP
A01802,AG0793,AT45,W0414,,1966..1976,1966..1976,,,,W0853,335,F,unknown work,Translation,en,2021-06-12,MG,2022-05-09,DP
A01803,AG0793,AT45,W0414,,1966..1976,1966..1976,,,,W0853,336,F,unknown work G01,Translation,en,2021-06-12,MG,2022-05-09,DP
A01804,AG0790,AT17,W0573,,1966..1976,1966..1976,,,recites two lines from The White Haired Girl,W0853,402,F,unknown work ; G29  Buddhism,Buddhism as background to the narrative; Translation,en,2021-05-05,MG,2022-05-09,DP
A01805,AG0790,AT45,W0414,,1966..1976,1966..1976,,,,W0853,336,F,unknown work G10,Translation,en,2021-06-12,MG,2022-05-09,DP
A01806,AG0794,AT32,W0573,,1966..1976,1966..1976,,,During the fire; he sings in sad and shrill voice,W0853,407,F,unknown work by P1158,Translation,en,2021-05-05,MG,2022-05-09,DP
A01807,AG0789,AT22,W0573,,1966..1976,1966..1976,,,Zhu remembers the quote,W0853,87,F,unknown work G84; L0012,Translation,en,2021-06-05,MG,2022-05-09,DP
A01808,AG0790,AT45,W0573,,1966..1976,1966..1976,,,Last sentence; pointing beyond the CR,W0853,,F,unknown work G52  (gossip magazine); L0012,Translation,en,2021-06-05,MG,2022-05-09,DP
A01809,AG0773,AT66,W0414,,1978..1998~,1978..1998~,,,on a 5 year old map the city had not yet existed,W0848,47,F,unknown work G73,,en,2021-03-26,MG,2022-05-09,DP
A01810,AG0773,AT05,W0414,,1978..1998~,1978..1998~,,,,W0848,48,F,unknown work G31,,en,2021-03-26,MG,2022-05-09,DP
A01811,AG0773,AT45,W0414,,1978..1998~,1978..1998~,,,IR to an old book 4000years ago; elephants were used to fill the fields,W0848,50,F,,,en,2021-03-26,MG,2022-05-09,DP
A01812,AG0796,AT13,W0414,AG0773,1978..1998~,1978..1998~,,,I receives a letter from Li,W0848,27,F,unknown work by P1136,,en,2021-03-23,MG,2022-05-09,DP
A01813,AG0773,AT45,W0134,,1978..1998~,1978..1998~,,,,W0848,41,F,unknown work by P1137,,en,2021-03-24,MG,2022-05-09,DP
A01814,AG0805,AT01,W0414,,2000..2050~,2000..2050~,,,Read in a library. Vision of free and openly available readings and user-friendliness (high-tech),W0862,86,F,unknown work ; G83 ; reference to P1185,Translation,en,2021-06-22,MG,2022-05-09,DP
A01815,AG0803,AT01,W0730,,2000..2050~,2000..2050~,,,Read in a library. Vision of free and openly available readings and user-friendliness (high-tech),W0862,163,F,unknown work by P1182,Translation,en,2021-06-21,MG,2022-05-09,DP
A01816,AG0807,AT61,W0730,AG0803,2000..2050~,2000..2050~,,,,W0862,53,F,unknown work; literature in general,Translation,en,2021-06-21,MG,2022-05-09,DP
A01817,AG0803,AT45,W0131,,2000..2050~,2000..2050~,,,reference to Wu Song,W0862,163,F,unknown work by P0409,Translation,en,2021-06-21,MG,2022-05-09,DP
A01818,AG0803,AT45,W0414,,2000..2050~,2000..2050~,,,,W0862,88,F,unknown work ; G29,Translation,en,2021-06-22,MG,2022-05-09,DP
A01819,AG0806,AT01,W0414,,2000..2050~,2000..2050~,,,editor reads readers’ letters,W0851,70,F,unknown work by P0010,,en,2021-04-23,MG,2022-05-09,DP
A01820,AG0806,AT45,W0131,,2000..2050~,2000..2050~,,,reference to Wu Song,W0851,128,F,L0001; unknown work G82,Translation,en,2021-04-15,MG,2022-05-09,DP
A01821,AG0806,AT45,W0414,,2000..2050~,2000..2050~,,,reference to Lu Xun as landmark on the moon,W0851,387,F,unknown work by P1156; G10,Translation,en,2021-05-05,MG,2022-05-09,DP
A01822,AG0806,AT45,W0414,,2000..2050~,2000..2050~,,,reference to Li Shizheng as landmark on the moon,W0851,393,F,,Translation,en,2021-05-05,MG,2022-05-09,DP
A01823,AG0803,AT01,W0730,,2000..2050~,2000..2050~,,,read in a library,W0851,,F,Unknown work G83; reference to P1154,Translation,en,2021-04-15,MG,2022-05-09,DP
A01824,AG0809,AT32,W0414,,2030..2099~,2030..2099~,1,,Buddhist ceremony at narrator’s 1st birthday sets the scene; verses attributed to P1156,W0847,,F,unknown work by P1132,check page number. Translation,en,2021-03-18,MG,2022-05-09,DP
A01825,AG0932,AT01,W0414,,2030..2099~,2030..2099~,,,Marketing experts read Mr. Wan’s profile timeline,W0847,,F,unknown work by P1133,check page number. Translation,en,2021-03-18,MG,2022-05-09,DP
A01826,AG0809,AT05,W0289,,2030..2099~,2030..2099~,,,'Whether you put your hand on a Bible or an iPod; in the end you were praying to the same god’,W0847,,F,unknown work by P1131,check page number. Translation,en,2021-03-18,MG,2022-05-09,DP
A01827,AG0809,AT05,W0044,,2030..2099~,2030..2099~,,,,W0847,,F,unknown work by P0400,check page number. Translation,en,2021-03-18,MG,2022-05-09,DP
A01828,AG0809,AT04,W0414,,2030..2099~,2030..2099~,,,spreading Buddhism online,W0847,14,F,,,en,2021-03-23,MG,2022-05-09,DP
A01829,AG0811,AT05,W0134,,2030..2099~,2030..2099~,,,'I think you’ve read Journey to the West too many times’,W0847,,F,unknown work by P0392,check page number. Translation,en,2021-03-18,MG,2022-05-09,DP
A01830,AG0809,AT01,W0134,,2030..2099~,2030..2099~,,,,W0847,,F,unknown work by P1130,check page number. Translation,en,2021-03-18,MG,2022-05-09,DP
A01831,AG0811,AT45,W0414,,2030..2099~,2030..2099~,,,he quotes: ‘Any sufficiently advanced technology is indistinguishable from Buddhist magic’,W0847,27,F,unknown work by P0800,,en,2021-03-23,MG,2022-05-09,DP
A01832,AG0811,AT21,W0896,,2030..2099~,2030..2099~,,,,W0847,27,F,unknown work by P0178,,en,2021-03-23,MG,2022-05-09,DP
A01833,AG0813,AT01,W0414,,1998,1998,,,activities in the lecture hall during the evening during what seems to be study time,W0844,168,F,unknown work G07,reading time; does this IR relate to the English translation? Can’t find it..,en,2021-03-15,MG,2022-05-09,DP
A01834,AG0813,AT01,W0414,,1998,1998,,,activities in the lecture hall during the evening during what seems to be study time,W0844,,F,unknown work by P0337,check page number. Translation,en,2021-03-18,MG,2022-05-09,DP
A01835,AG0626,AT03,W0554,AG0813,1998,1998,,,A CD as a gift,W0844,178,F,L0010; unknown work by P0759,translation,en,2021-03-15,MG,2022-05-09,DP
A01836,AG0813,AT45,W0668,,1998,1998,,,She kills her mother and puts her father into the trap where he had kept her mother. She offers him the flesh of her mother.,W0844,158,F,unknown work G07,reading time; does this IR relate to the English translation? Can’t find it..,en,2021-03-15,MG,2022-05-09,DP
A01837,AG0816,AT45,W0732,,2030..2050~,2030..2050~,,,as inspiration,W0843,48,F,letters from P1084,,en,2020-07-08,MG,2022-05-09,DP
A01838,AG0816,AT45,W0414,,2030..2050~,2030..2050~,,,Greek myth about Delphinius as meta-text?,W0843,48,F,letters from P1084,,en,2020-07-08,MG,2022-05-09,DP
A01839,AG0816,AT45,W0414,,2030..2050~,2030..2050~,,,IR to Chinese publication of SF world in gray section – unclear whether it is a SF story,W0843,3,F,page numbers refer to sections in the text. Unknown work G14,,en,2021-01-18,MG,2022-05-09,DP
A01840,AG0817,AT01,W0414,,2030..2050~,2030..2050~,,,after gaining his authorial superpowers he picks a book at random; reading speed increase and his memory,W0841,71,F,,,en,2020-05-19,MG,2022-05-09,DP
A01841,AG0817,AT13,W0414,,2030..2050~,2030..2050~,,,,W0841,71f,F,,,en,2020-05-19,MG,2022-05-09,DP
A01842,AG0817,AT13,W0414,,2030..2050~,2030..2050~,,,,W0841,74,F,,,en,2020-05-19,MG,2022-05-09,DP
A01843,AG0817,AT13,W0414,,2030..2050~,2030..2050~,,,,W0841,74,F,,,en,2020-05-19,MG,2022-05-09,DP
A01844,AG0819,AT45,W0733,,2030..2050~,2030..2050~,,,reference to Douglas Adams’ novel of the same title. Meta text,W0841,27,F,,pls check act_start and end,en,2020-02-24,MG,2022-05-09,DP
A01845,AG0819,AT45,W0414,,2030..2050~,2030..2050~,,,reference to the history of literature,W0841,74,F,,,en,2020-05-19,MG,2022-05-09,DP
A01846,AG0817,AT01,W0414,,2030..2050~,2030..2050~,,,Ah Chen is successful but unhappy and never reads his own works,W0841,74,F,,,en,2020-05-19,MG,2022-05-09,DP
A01847,AG0819,AT45,W0414,,2030..2050~,2030..2050~,,,'Humanity always reenacts the same bildungsroman. All  the principles you learn through the struggles today had been written down by the ancients thousands of years ago’,W0841,81,F,'There’s enough money; and plenty of rice – that’s not bad – but there’s no oil … Mass cooking gives us a bellyache; The worse thing is that there’s no fun – no books; no electricity; no movies. It’s not easy to go anywhere either. We’re bored to death; stuck here beyond nowhere.’,,en,2020-05-20,MG,2022-05-09,DP
A01848,AG0820,AT05,W0414,,2030..2050~,2030..2050~,,,Father tells Ah Chen that a book will win an award on earth (the bool based on his dead wife’s diary),W0841,81f,F,There’s enough money; and plenty of rice – that’s not bad – but there’s no oil … Mass cooking gives us a bellyache; The worse thing is that there’s no fun – no books; no electricity; no movies. It’s not easy to go anywhere either. We’re bored to death; stuck here beyond nowhere. Wang Yisheng then answers: You people! … you’ve been spoiled by books. The two stories you told me on the train; I’ve gone over them in my head many times; and actually I like them a lot. You’re not bad; you’ve read plenty of books. But in the end; where do books get you? Yes; a man struggles as hard as he can to stay alive and goes crazy; then gets better and goes on living; but how does he live after that? Or; like Pons? He had enough to eat and drink; he could easily have saved a little; but he suffered from greed. … People should know how to be satisfied – happiness is a full belly at every meal.,,en,2020-05-20,MG,2022-05-13,DP
A01849,AG0822,AT45,W0063,,2030..2050~,2030..2050~,,,,W0840,12,F,,,en,2020-02-06,MG,2022-05-09,DP
A01850,AG0626,AT11,W0063,,2030..2050~,2030..2050~,,,Salinger’s book had been translated into Korean many years ago,W0840,41,F,implicit reference to unknown work by: P0356,,en,2020-02-06,MG,2022-05-09,DP
A01851,AG0626,AT01,W0063,,2030..2050~,2030..2050~,,,the book was read by generation after generation of N.K. students,W0840,55,F,unknown work by: P1042,,en,2020-02-07,MG,2022-05-09,DP
A01852,AG0821,AT13,W0414,,2030..2050~,2030..2050~,,,rumour had it that he had written some new books that were never published,W0840,55,F,unknown work by: P1043,,en,2020-02-07,MG,2022-05-09,DP
A01853,AG0821,AT34,W0414,,2030..2050~,2030..2050~,,,Salinger imitates Helder,W0840,55,F,unknown work by: P1044,,en,2020-02-07,MG,2022-05-09,DP
A01854,AG0626,AT34,W0414,,2030..2050~,2030..2050~,,,Salinger sees the N.K. soldiers as imitation of Helder,W0840,546,F,unknown work G55,,en,2020-02-13,MG,2022-05-09,DP
A01855,AG0821,AT29,W0414,,2030..2050~,2030..2050~,,,Salinger experiences a pleasurable dizziness as through drunk with fine wine – truth;reality; imitation,W0840,149,F,unknown work by: P0157,,en,2020-02-11,MG,2022-05-09,DP
